Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
NE49052,Cali,F,High School or Below,661801.64%,20068,86.0000000000,1/0/00,Corporate Auto,Four-Door Car,411.011162
KX17826,Oregon,M,Doctor,467004.80%,0,125.0000000000,1/0/00,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,1016936.98%,0,135.0000000000,1/0/00,Personal Auto,Sports Car,648
WH32183,Cali,M,Bachelor,832307.40%,97245,70.0000000000,1/0/00,Personal Auto,Four-Door Car,4.110585
ES90681,Cali,F,College,241776.00%,51808,61.0000000000,1/1/00,Personal Auto,Four-Door Car,351.149904
DW96592,Cali,M,Bachelor,804487.24%,71391,67.0000000000,1/0/00,Personal Auto,Four-Door Car,284.000172
MT23134,Oregon,M,High School or Below,532572.45%,0,73.0000000000,1/0/00,Personal Auto,Two-Door Car,496.474767
BM69081,Arizona,M,Bachelor,694752.40%,0,100.0000000000,1/0/00,Personal Auto,SUV,925.137143
MB90871,Oregon,F,College,584741.52%,23496,77.0000000000,1/0/00,Special Auto,Four-Door Car,13.164097
GT62080,Washington,M,High School or Below,,55561,63.0000000000,1/0/00,Personal Auto,Four-Door Car,227.872071
QL77686,Nevada,F,College,472478.61%,23986,119.0000000000,1/0/00,Corporate Auto,SUV,463.335061
ON77827,Arizona,F,Master,279022.80%,22974,71.0000000000,1/0/00,Personal Auto,Four-Door Car,180.667969
KP18988,Oregon,F,High School or Below,2153133.28%,0,101.0000000000,1/0/00,Personal Auto,Four-Door Car,484.8
TI92884,Arizona,M,Bachelor,1262283.27%,61844,106.0000000000,1/0/00,Personal Auto,Sports Car,508.8
JH73503,Arizona,M,Doctor,2017196.15%,24804,73.0000000000,1/0/00,Personal Auto,Two-Door Car,350.4
YE97964,Cali,F,Bachelor,1646436.59%,27760,104.0000000000,1/0/00,Personal Auto,SUV,302.764283
VA30351,Oregon,F,High School or Below,559538.99%,74454,71.0000000000,1/0/00,Personal Auto,Four-Door Car,340.8
PV55726,Oregon,F,Master,417068.73%,29462,107.0000000000,1/1/00,Personal Auto,SUV,513.6
UC88305,Arizona,F,College,266544.71%,52266,68.0000000000,1/0/00,Corporate Auto,Two-Door Car,141.922839
TS53809,Oregon,M,Bachelor,709891.41%,0,70.0000000000,1/0/00,Personal Auto,Two-Door Car,349.783046
ZV32120,Cali,M,Doctor,397134.51%,23599,103.0000000000,1/0/00,Corporate Auto,SUV,494.4
FB80807,Oregon,M,Bachelor,552821.28%,36088,72.0000000000,1/0/00,Personal Auto,Four-Door Car,345.6
AS55677,Cali,F,High School or Below,833899.58%,70534,104.0000000000,1/0/00,Personal Auto,Four-Door Car,54.065538
WA15684,Oregon,M,College,3844585.59%,27398,125.0000000000,1/1/00,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,544855.52%,85296,68.0000000000,1/0/00,Personal Auto,Four-Door Car,342.515136
KJ31611,Arizona,M,High School or Below,1080806.60%,31063,92.0000000000,1/0/00,Personal Auto,Four-Door Car,441.6
VL37375,Cali,M,Bachelor,618509.65%,0,92.0000000000,1/0/00,Personal Auto,Two-Door Car,1027.177255
KN21017,Nevada,M,High School or Below,320822.59%,52367,81.0000000000,1/0/00,Personal Auto,Four-Door Car,275.989978
PX44289,Arizona,M,College,548010.41%,58651,71.0000000000,1/0/00,Personal Auto,Four-Door Car,472.599683
AM97901,Nevada,F,College,2298615.39%,84831,192.0000000000,1/0/00,Special Auto,Sports Car,1336.931716
RE42925,Oregon,M,Bachelor,1310792.59%,49088,114.0000000000,1/1/00,Corporate Auto,SUV,547.2
TR81766,Cali,F,College,746292.63%,70263,93.0000000000,1/0/00,Corporate Auto,Two-Door Car,7.345946
CH85057,Oregon,F,Doctor,1146399.10%,45354,285.0000000000,1/0/00,Personal Auto,Luxury SUV,540.141566
UP71482,Arizona,M,High School or Below,723613.25%,0,63.0000000000,1/0/00,Personal Auto,Four-Door Car,383.363758
EG40670,Cali,F,Bachelor,623268.79%,28334,83.0000000000,1/0/00,Special Auto,Four-Door Car,537.765151
HV83672,Oregon,F,Bachelor,2839332.99%,38772,90.0000000000,1/0/00,Personal Auto,Four-Door Car,321.873474
MG10140,Oregon,F,College,374675.16%,41479,94.0000000000,1/1/00,Personal Auto,Two-Door Car,19.575683
TC44716,Cali,M,Bachelor,2156933.73%,23909,119.0000000000,1/0/00,Personal Auto,SUV,571.2
QO65264,Cali,M,College,501208.37%,48328,63.0000000000,1/0/00,Personal Auto,Two-Door Car,108.138715
EB66698,Cali,M,High School or Below,337185.84%,86689,85.0000000000,1/0/00,Corporate Auto,Two-Door Car,408
OT52034,Cali,M,Bachelor,386477.68%,24204,99.0000000000,1/1/00,Personal Auto,Four-Door Car,707.303416
CH85444,Oregon,M,College,414571.19%,25943,110.0000000000,1/0/00,Corporate Auto,Two-Door Car,1067.333126
PU85769,Cali,M,High School or Below,515607.27%,0,73.0000000000,1/0/00,Personal Auto,Four-Door Car,807.947292
UI73201,Cali,M,College,366737.50%,62375,92.0000000000,1/0/00,Personal Auto,Two-Door Car,618.630955
SL50592,Cali,F,High School or Below,783568.35%,0,71.0000000000,1/0/00,Corporate Auto,Four-Door Car,404.272806
XP11075,Arizona,M,Bachelor,1456726.84%,0,148.0000000000,1/0/00,Personal Auto,SUV,710.4
SI31236,Oregon,M,Bachelor,1017133.90%,70200,65.0000000000,1/0/00,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,413577.52%,0,112.0000000000,1/0/00,Special Auto,Four-Door Car,707.977614
VK48036,Oregon,F,College,551149.11%,79027,70.0000000000,1/0/00,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,1131424.39%,62935,141.0000000000,1/0/00,Personal Auto,Sports Car,232.242326
DS45802,Cali,F,High School or Below,541461.73%,26893,68.0000000000,1/0/00,Personal Auto,Four-Door Car,68.226001
OA96690,Oregon,F,High School or Below,742159.35%,47406,94.0000000000,1/1/00,Personal Auto,Four-Door Car,287.149807
EM27919,Cali,M,Bachelor,445811.34%,17622,65.0000000000,1/1/00,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,1447612.49%,27572,124.0000000000,1/0/00,Corporate Auto,SUV,595.2
OV50124,Oregon,F,College,493688.84%,0,72.0000000000,1/2/00,Personal Auto,Two-Door Car,391.636628
PR31642,Oregon,F,Bachelor,452527.65%,32802,114.0000000000,1/0/00,Personal Auto,SUV,547.2
BU41599,Washington,F,Master,558176.13%,62739,70.0000000000,1/0/00,Personal Auto,Two-Door Car,239.328571
TK30357,Cali,F,Bachelor,1413434.74%,90844,118.0000000000,1/0/00,Personal Auto,SUV,232.674417
NF31087,Nevada,F,High School or Below,2472318.31%,44685,69.0000000000,1/0/00,Personal Auto,Four-Door Car,331.2
NH16984,Cali,F,Bachelor,283806.78%,0,80.0000000000,1/0/00,Personal Auto,Four-Door Car,336.50961
OS75493,Cali,F,High School or Below,384848.36%,42589,98.0000000000,1/0/00,Corporate Auto,Four-Door Car,470.4
VT63298,Oregon,M,Bachelor,1950447.39%,0,72.0000000000,1/0/00,Personal Auto,Four-Door Car,345.6
QS75550,Washington,F,Bachelors,248004.59%,93383,62.0000000000,1/0/00,Corporate Auto,Two-Door Car,244.212286
SZ16483,Arizona,F,High School or Below,436137.29%,79583,109.0000000000,1/2/00,Personal Auto,Four-Door Car,523.2
VM92311,Arizona,F,High School or Below,252907.75%,89129,64.0000000000,1/0/00,Personal Auto,Four-Door Car,328.870868
NJ46849,Arizona,M,College,250444.48%,0,69.0000000000,1/0/00,Personal Auto,Four-Door Car,496.8
WZ31900,Oregon,F,Bachelor,864970.06%,94389,107.0000000000,1/0/00,Corporate Auto,SUV,85.063708
RG30482,Oregon,F,College,1366835.53%,0,197.0000000000,1/0/00,Personal Auto,SUV,1418.4
ZM86949,Oregon,F,High School or Below,2063508.46%,84106,64.0000000000,1/0/00,Personal Auto,Two-Door Car,334.408717
QQ39596,Arizona,F,College,251753.36%,0,69.0000000000,1/0/00,Personal Auto,Four-Door Car,42.096415
FH51383,Cali,F,High School or Below,532667.77%,76717,66.0000000000,1/0/00,Personal Auto,Two-Door Car,300.528579
BJ53923,Arizona,M,High School or Below,260027.21%,51978,66.0000000000,1/0/00,Corporate Auto,Four-Door Car,144.782152
CZ96653,Oregon,F,Bachelor,853479.28%,47325,107.0000000000,1/0/00,Personal Auto,SUV,64.598216
FB23788,Oregon,M,High School or Below,882883.50%,86721,111.0000000000,1/0/00,Corporate Auto,SUV,532.8
NT43594,Nevada,F,Bachelor,224844.96%,24910,63.0000000000,1/1/00,Personal Auto,Four-Door Car,347.857619
RJ85627,Washington,F,Bachelor,1230276.24%,43817,62.0000000000,1/1/00,Personal Auto,Four-Door Car,245.447622
KJ86296,Oregon,M,High School or Below,455659.30%,0,73.0000000000,1/2/00,Personal Auto,Four-Door Car,525.6
PI47776,Oregon,F,Bachelor,253070.51%,89451,63.0000000000,1/0/00,Corporate Auto,Four-Door Car,61.769564
MD73554,Cali,M,College,525198.40%,59537,66.0000000000,1/0/00,Personal Auto,Two-Door Car,316.8
UX92071,Oregon,M,High School or Below,674311.93%,0,199.0000000000,1/0/00,Personal Auto,Luxury SUV,955.2
YG44474,Oregon,M,College,1401472.13%,54193,117.0000000000,1/0/00,Corporate Auto,SUV,720.752945
UH45301,Oregon,M,College,943891.56%,86946,118.0000000000,1/0/00,Personal Auto,Four-Door Car,340.656963
RY92647,Cali,F,Bachelor,1050677.17%,0,92.0000000000,1/0/00,Personal Auto,Four-Door Car,546.524896
IK12620,Arizona,F,High School or Below,421391.86%,12160,109.0000000000,1/0/00,Personal Auto,Four-Door Car,489.411833
GQ66762,Cali,M,College,477368.64%,33701,63.0000000000,1/0/00,Personal Auto,Four-Door Car,171.325856
YT69858,Washington,F,Bachelor,544142.01%,85702,67.0000000000,1/0/00,Personal Auto,Two-Door Car,249.085887
XD85577,Cali,M,Bachelor,284226.69%,69417,73.0000000000,1/1/00,Personal Auto,Four-Door Car,30.874869
TM65736,Oregon,M,Master,305955.03%,38644,78.0000000000,1/1/00,Personal Auto,Four-Door Car,361.455219
VJ51327,Cali,F,High School or Below,2031499.76%,63209,102.0000000000,1/2/00,Personal Auto,SUV,207.320041
GS98873,Arizona,F,Bachelor,323912.47%,16061,88.0000000000,1/0/00,Personal Auto,Four-Door Car,633.6
CW49887,California,F,Master,462680.11%,79487,114.0000000000,1/0/00,Special Auto,SUV,547.2
MY31220,California,F,College,899704.02%,54230,112.0000000000,1/0/00,Personal Auto,Two-Door Car,537.6
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
