,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,gender_F,gender_M,location_code_Rural,location_code_Suburban,location_code_Urban,marital_status_Divorced,marital_status_Married,marital_status_Single,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,customer_lifetime_value,total_claim_amount
99,0.0,1.0,2.0,0.0,1.0,0.0,2011.0,2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2011.0,2.0,25.0,1.153117243736444,0.04656707494822193
100,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,1.0,11.0,-0.6971687725534139,1.5490170459112107
101,1.0,0.0,2.0,0.0,0.0,1.0,2011.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2011.0,1.0,31.0,-1.1971338194688896,1.440079603602934
103,1.0,2.0,2.0,0.0,2.0,1.0,2011.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2011.0,2.0,16.0,0.8289294807893115,0.8892039217428458
104,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,9.0,0.531430312363642,0.396762510978784
106,0.0,0.0,1.0,0.0,0.0,1.0,2011.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2011.0,1.0,4.0,2.924846915911791,-0.39450845661523587
110,0.0,1.0,2.0,0.0,2.0,0.0,2011.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2011.0,2.0,27.0,-0.03693572563831445,-0.7369381943778005
112,0.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,26.0,-0.6331816937133875,1.5915659934901047
116,1.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,18.0,-0.476233746326317,1.8057613248646898
118,0.0,0.0,1.0,0.0,1.0,1.0,2011.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2011.0,1.0,15.0,-0.9792337808466992,-0.8641579938319541
120,0.0,1.0,2.0,0.0,1.0,1.0,2011.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2011.0,2.0,24.0,0.25338130368584755,-0.3981579275267188
122,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2011.0,1.0,28.0,1.5934736639129397,1.6503419567533286
124,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,2.0,16.0,-0.9962148088487035,-0.7011781397582877
126,0.0,1.0,3.0,0.0,2.0,1.0,2011.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,2011.0,2.0,7.0,0.05952516211892421,-1.3115663850488017
127,0.0,1.0,2.0,2.0,7.0,1.0,2011.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,2011.0,1.0,13.0,-0.6930707119117677,0.4210723401902769
128,1.0,0.0,2.0,0.0,1.0,1.0,2011.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2011.0,1.0,3.0,-0.5355740450092327,-0.3045316112162048
129,0.0,0.0,3.0,0.0,0.0,1.0,2011.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2011.0,2.0,17.0,1.6643886526193232,-0.004305803180559965
130,0.0,0.0,0.0,0.0,2.0,1.0,2011.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2011.0,1.0,21.0,-0.14952030409525013,-0.3710292586260188
131,0.0,0.0,1.0,2.0,7.0,1.0,2011.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,2011.0,1.0,26.0,-1.000024222248636,-0.14068555767280583
133,0.0,2.0,2.0,0.0,2.0,0.0,2011.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2011.0,1.0,2.0,0.05591248725835791,0.40174423560765926
134,0.0,0.0,0.0,1.0,4.0,0.0,2011.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2011.0,2.0,7.0,0.13179814474177606,0.3297394248796423
136,0.0,0.0,0.0,2.0,7.0,1.0,2011.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,2011.0,1.0,11.0,-0.994657655768494,-0.18749871582806255
137,0.0,0.0,2.0,0.0,1.0,0.0,2011.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2011.0,1.0,15.0,-0.03648366150599454,-0.14068555767280583
138,0.0,1.0,2.0,0.0,2.0,1.0,2011.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2011.0,2.0,8.0,-0.19295992632362877,-0.25771845306094804
139,0.0,1.0,1.0,2.0,8.0,0.0,2011.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,2011.0,1.0,11.0,0.08951533319669938,0.06997365402585015
140,0.0,0.0,2.0,0.0,0.0,2.0,2011.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2011.0,1.0,9.0,1.8120721656760757,0.5381052355784192
141,0.0,2.0,3.0,0.0,1.0,1.0,2011.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,2011.0,2.0,4.0,0.011290479389416248,-0.07046582043992031
144,1.0,1.0,0.0,0.0,0.0,2.0,2011.0,2.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2011.0,2.0,24.0,0.448303946377814,-0.745346320343178
145,0.0,1.0,1.0,1.0,4.0,1.0,2011.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,2011.0,1.0,18.0,-0.13499868625352845,1.6850276103822133
146,0.0,0.0,2.0,1.0,5.0,1.0,2011.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,2011.0,1.0,30.0,-0.3226447331657544,-0.2811250321385766
148,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,1.0,2.867612054811965,-1.3570225272765504
149,1.0,2.0,2.0,1.0,4.0,2.0,2011.0,2.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,2011.0,2.0,28.0,1.4695040486256223,1.2454937385205918
150,0.0,0.0,1.0,0.0,1.0,0.0,2011.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011.0,1.0,31.0,-1.2718341199866554,-0.4449710856819755
152,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2011.0,2.0,12.0,0.6413403707198896,-1.38959262601921
153,0.0,1.0,1.0,0.0,0.0,1.0,2011.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2011.0,2.0,24.0,-0.4665433460969475,-0.3747513484490903
154,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,2.0,1.0,-0.9060306174337828,0.14019339125873567
155,0.0,0.0,0.0,0.0,1.0,0.0,2011.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011.0,2.0,6.0,-0.31231653828967676,-0.3747513484490903
156,0.0,1.0,2.0,0.0,1.0,1.0,2011.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2011.0,1.0,23.0,0.6176673795795136,-0.3045316112162048
157,0.0,1.0,1.0,0.0,1.0,0.0,2011.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2011.0,1.0,21.0,-0.6568601117933703,1.898958754624571
158,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,1.0,20.0,0.7751798749508277,0.6785447100441901
160,0.0,0.0,0.0,1.0,5.0,1.0,2011.0,2.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2011.0,2.0,22.0,-0.4136865796313049,1.2403026079072725
161,0.0,0.0,2.0,0.0,0.0,1.0,2011.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2011.0,2.0,27.0,1.542656978487483,-0.14298169919298534
162,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,21.0,-1.0913064450050993,-1.7725962690944694
165,0.0,0.0,3.0,0.0,2.0,0.0,2011.0,2.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2011.0,2.0,21.0,0.1507896259594581,0.06997365402585015
170,0.0,0.0,2.0,0.0,0.0,1.0,2011.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2011.0,1.0,27.0,0.5592508159349732,2.094642744240711
171,0.0,2.0,4.0,0.0,2.0,1.0,2011.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,2011.0,1.0,15.0,-0.6209058995812677,0.5381052355784192
174,1.0,0.0,0.0,0.0,1.0,1.0,2011.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2011.0,2.0,26.0,0.8021767767610205,0.7253578681994466
175,0.0,0.0,1.0,0.0,1.0,1.0,2011.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2011.0,1.0,4.0,1.0203233499392357,-1.541756831425504
176,0.0,0.0,2.0,0.0,1.0,1.0,2011.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2011.0,2.0,1.0,-0.7668699598299579,1.2548762072274111
177,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,1.0,27.0,0.023109343237571522,-0.202707272245759
178,0.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2011.0,2.0,14.0,0.7129453845839823,-1.5133810990025134
179,0.0,0.0,1.0,0.0,1.0,0.0,2011.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011.0,1.0,23.0,0.07522343888119044,-0.04705924136229209
182,0.0,0.0,0.0,0.0,1.0,2.0,2011.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2011.0,2.0,18.0,-0.3308448020306395,-0.6080314730167811
183,0.0,1.0,1.0,0.0,1.0,0.0,2011.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2011.0,1.0,19.0,0.3794047230842652,0.05971188791775564
184,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2011.0,1.0,4.0,-0.3446144003777115,1.313392401350209
186,0.0,0.0,2.0,1.0,5.0,1.0,2011.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,2011.0,1.0,30.0,-1.1174411512420033,-1.420179890055385
187,1.0,1.0,1.0,0.0,0.0,1.0,2011.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2011.0,2.0,17.0,0.2995418467268276,1.6733243208433992
188,0.0,1.0,1.0,0.0,0.0,1.0,2011.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2011.0,1.0,13.0,-1.086999725848814,-0.3045316112162048
191,0.0,0.0,0.0,2.0,8.0,0.0,2011.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,2011.0,2.0,5.0,0.8289294807893115,0.8892039217428458
194,0.0,0.0,0.0,0.0,1.0,0.0,2011.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011.0,1.0,9.0,-0.24158778603623096,-0.3045316112162048
195,0.0,1.0,1.0,0.0,2.0,0.0,2011.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2011.0,1.0,11.0,-0.522412069403403,-0.3909762429121905
200,0.0,2.0,3.0,0.0,0.0,1.0,2011.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2011.0,1.0,21.0,-0.5205389629002223,-0.590944402089727
202,0.0,0.0,0.0,1.0,3.0,1.0,2011.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2011.0,2.0,4.0,-0.2122537378201718,-0.09111929330458507
